bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,
35491,Controversy Creates Cash,Eric Bischoff/Jeremy Roberts,3.62,141652729X,9.78E+12,en-GB,389,1154,56,10/17/2006,World Wrestling Entertainment Books,
37426,Little Children,Tom Perrotta,3.62,312315732,9.78E+12,eng,355,26316,1968,01-01-2005,St. Martin's Griffin,
37736,Forever...,Judy Blume,3.62,689849737,9.78E+12,eng,199,239,51,12-01-2002,Atheneum/Richard Jackson Books,
37743,Forever . . .,Judy Blume,3.62,033039780X,9.78E+12,eng,178,45863,2952,06-03-2005,Pan Childrens,
40329,Metro Girl (Alex Barnaby  #1),Janet Evanovich,3.62,60584025,9.78E+12,eng,374,28987,1090,9/27/2005,HarperTorch,
40360,Metro Girl (Alex Barnaby  #1),Janet Evanovich/C.J. Critt,3.62,61126527,9.78E+12,eng,6,79,29,7/25/2006,HarperAudio,
40620,The United States of Europe: The New Superpower and the End of American Supremacy,T.R. Reid,3.62,143036084,9.78E+12,en-US,320,691,63,11-01-2005,Penguin Books,
41497,Inside My Heart: Choosing to Live with Passion and Purpose,Robin McGraw,3.62,078521836X,9.78E+12,eng,221,1113,183,09-12-2006,Nelson Books,
41658,The Devil in the Junior League,Linda Francis Lee,3.62,312354959,9.78E+12,eng,336,3852,531,8/22/2006,St. Martin's Press,
41952,The Lilac Bus,Maeve Binchy,3.62,99498642,9.78E+12,eng,196,9649,297,01-12-2007,Dell,
43360,Mount Vernon Love Story: A Novel of George and Martha Washington,Mary Higgins Clark,3.62,743448944,9.78E+12,eng,254,3914,495,06-01-2003,Pocket Books,
44160,Mon Ami Maigret,Georges Simenon,3.62,2253142441,9.78E+12,fre,219,37,6,4/23/2003,Livre de Poche,
44524,Roald Dahl: A Biography,Jeremy Treglown,3.62,156001993,9.78E+12,eng,336,221,26,06-05-1995,Mariner Books,
44541,What Sappho Would Have Said,Emma Donoghue,3.62,241136822,9.78E+12,eng,256,24,3,4/24/1997,Hamish Hamilton Ltd,
44851,International Building Code 2003,International Code Council (ICC),3.62,1892395568,9.78E+12,eng,656,15,2,2/16/2003,International Code Council,
45119,The Breaker,Minette Walters,3.62,515128821,9.78E+12,eng,384,2919,142,08-01-2000,Jove,
824,The Cobweb,Neal Stephenson/J. Frederick George,3.61,553383442,9.78E+12,eng,448,2465,137,5/31/2005,Spectra Books,
1824,The Men Who Stare at Goats,Jon Ronson,3.61,743270606,9.78E+12,eng,259,10679,899,04-10-2006,Simon  Schuster,
2077,Leaps of Faith: Science  Miracles & the Search for Supernatural Consolation,Nicholas Humphrey/Daniel C. Dennett,3.61,387987207,9.78E+12,en-US,244,21,3,06-04-1999,Copernicus Books,
2400,Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook,Michael J. Davey/Duncan Wu,3.61,415247713,9.78E+12,eng,208,50,7,9/18/2003,Routledge,
2706,Love Visions,Geoffrey Chaucer/Brian Stone,3.61,140444084,9.78E+12,eng,272,70,6,5/26/1983,Penguin Classics,
3075,Enchanted April: Acting Edition,Matthew Barber/Elizabeth von Arnim,3.61,822219751,9.78E+12,eng,73,67,6,04-07-2004,Dramatists Play Service,
3665,Ghosts,John Banville,3.61,330371851,9.78E+12,eng,244,33,3,12/17/1998,Picador,
3842,Cliffs Notes on Cervantes' Don Quixote,Marianne Sturman,3.61,822004151,9.78E+12,eng,96,21,2,07-08-1964,Cliffs Notes,
4008,The Devil and Miss Prym (On the Seventh Day  #3),Paulo Coelho/Amanda Hopkinson/Nick Caistor,3.61,60527994,9.78E+12,eng,205,47673,2046,07-03-2006,HarperOne,
5848,The Middle Passage,V.S. Naipaul,3.61,375708340,9.78E+12,en-US,256,461,35,01-08-2002,Vintage,
7588,A Portrait of the Artist as a Young Man,James Joyce/Seamus Deane,3.61,142437344,9.78E+12,eng,329,108179,3536,3/25/2003,Penguin Classics,
7590,A Portrait of the Artist As a Young Man,James Joyce/Walter Hettche/Hans Walter Gabler/John Paul Riquelme/John Mitchel/Michael Davitt/Canon  Doyle/Pádraic Pearse/Ignatius of Loyola/Giovanni Pietro Pinamont/Walter Pater/Oscar Wilde/Douglas Hyde/Kenneth Burke/Umberto Eco/Hugh Kenner/Hélène Cixous/Karen Lawrence/Maud Ellmann/Bonnie Kime Scott/Joseph Valente/Marian Eide/Pericles Lewis/Jonathan Mulrooney/J.M. Synge,3.61,393926796,9.78E+12,eng,490,359,35,05-01-2007,W. W. Norton & Company,
7591,A Portrait of the Artist as a Young Man,James Joyce/Jim Norton,3.61,9626343664,9.79E+12,eng,368,27,8,08-01-2005,Naxos Audiobooks,
7592,A Portrait of the Artist as a Young Man,James Joyce/Langdon Hammer,3.61,451530152,9.78E+12,eng,256,419,46,06-06-2006,Signet Classics,
7603,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,3.61,081297106X,9.78E+12,eng,356,106493,6561,12/30/2003,Random House Trade Paperbacks,
7610,Reading Lolita in Tehran,Azar Nafisi,3.61,7178484,9.78E+12,eng,343,325,56,01-02-2004,Fourth Estate,
10004,Secret Rendezvous,Kōbō Abe/Juliet Winters Carpenter,3.61,375726543,9.78E+12,eng,192,989,82,07-09-2002,Vintage,
15174,Something Rising,Haven Kimmel,3.61,743247779,9.78E+12,eng,288,1237,154,04-05-2005,Free Press,
15449,Vale of the Vole (Xanth #10),Piers Anthony,3.61,812574966,9.78E+12,eng,304,9240,65,3/15/2000,Tor Fantasy,
16208,The Turn of the Screw/Daisy Miller,Henry James,3.61,440391547,9.78E+12,eng,192,959,55,08-01-1954,Laurel,
16649,The Queen's Necklace,Teresa Edgerton,3.61,380789116,9.78E+12,eng,592,99,14,07-03-2001,Harper Voyager,
22284,Diary,Chuck Palahniuk,3.61,1400032814,9.78E+12,eng,262,65139,2120,9/14/2004,Anchor,
23000,Operation Wandering Soul,Richard Powers,3.61,006097611X,9.78E+12,eng,352,379,33,04-02-2002,Harper Perennial,
24273,Skellig: The Play,David Almond,3.61,340854332,9.78E+12,eng,128,42,3,11/13/2003,Hodder Children's Books,
25120,Uncommon Grounds (Maggy Thorsen Mystery #1),Sandra Balzo,3.61,1410402363,9.78E+12,en-US,245,187,41,09-01-2005,Five Star Trade,
25278,Child of the Owl (Golden Mountain Chronicles  #7),Laurence Yep,3.61,006440336X,9.78E+12,eng,288,437,31,05-08-2001,HarperCollins,
26064,Kissing in Manhattan,David Schickler,3.61,385335679,9.78E+12,eng,288,2665,304,8/27/2002,Dial Press Trade Paperback,
26296,The Mystery of the Ancient Pyramid: Cairo  Egypt (Around the World in 80 Mysteries),Carole Marsh,3.61,635034700,9.78E+12,eng,128,27,4,03-06-2006,Gallopade International,
26759,Dark Water,Kōji Suzuki/Glynne Walley,3.61,1932234225,9.78E+12,eng,279,2433,146,06-06-2006,Vertical,
28944,Abandonment,Kate Atkinson/Traverse Theatre,3.61,1854596012,9.78E+12,en-US,96,82,6,04-01-2000,Nick Hern Books,
29549,The Lost Blogs: From Jesus to Jim Morrison--The Historically Inaccurate and Totally  Fictitious Cyber Diaries of Everyone Worth Knowing,Paul       Davidson,3.61,446697389,9.78E+12,eng,288,30,5,11/29/2009,Warner Books,
29966,The Shape of Things to Come,H.G. Wells/John Clute,3.61,141441046,9.78E+12,eng,530,931,43,5/26/2006,Penguin Books Limited,
30923,Scoop (Occupational Hazards  #1),Rene Gutteridge,3.61,1400071577,9.78E+12,eng,352,460,53,10-10-2006,WaterBrook,
34295,Whitethorn Woods,Maeve Binchy,3.61,307265781,9.78E+12,eng,339,11498,1016,03-06-2007,Knopf Publishing Group,
34641,The Centurion's Empire,Sean McMullen,3.61,812564758,9.78E+12,eng,416,157,11,5/15/1999,Tor Science Fiction,
36606,Oliver and Albert  Friends Forever (Easy-to-Read  Puffin),Jean Van Leeuwen/Ann Schweninger,3.61,142300845,9.78E+12,eng,48,23,2,3/18/2002,Puffin,
36953,Stanley,Syd Hoff,3.61,60225351,9.78E+12,eng,64,8,1,12/31/1992,HarperCollins Publishers,
37395,The Pursuit of the Well-Beloved & The Well-Beloved,Thomas Hardy/Patricia Ingham,3.61,140435190,9.78E+12,eng,416,127,10,8/28/1997,Penguin Classics,
37539,Egyptian Myth: A Very Short Introduction,Geraldine Pinch,3.61,192803468,9.78E+12,eng,143,189,18,07-08-2004,Oxford University Press  USA,
38128,Law and Literature,Richard A. Posner,3.61,674514718,9.78E+12,eng,432,95,6,3/15/1998,Harvard University Press,
40021,A Slipping-Down Life,Anne Tyler,3.61,345478959,9.78E+12,eng,192,3335,142,05-04-2004,Ballantine Books,
41489,Deck the Halls,Mary Higgins Clark/Carol Higgins Clark,3.61,743418131,9.78E+12,eng,292,7116,276,10-01-2001,Pocket Books,
41851,Rock Star Superstar,Blake Nelson,3.61,142405744,9.78E+12,en-US,229,310,34,04-06-2006,Speak,
41996,Two's Company,Jill Mansell,3.61,747267448,9.78E+12,eng,448,1462,53,10/27/2003,Headline Review,
42377,Gemma Alone (Gemma  #3),Noel Streatfeild,3.61,440428653,9.78E+12,eng,150,175,7,02-01-1987,Yearling,
42424,The Right Stuff (To Protect and Defend #3),Merline Lovelace,3.61,373273495,9.78E+12,eng,256,40,3,2/23/2004,Silhouette Books,
43344,The Christmas Thief (Regan Reilly Mysteries  #9),Mary Higgins Clark/Carol Higgins Clark,3.61,739447343,9.78E+12,eng,253,12,2,01-01-2004,Doubleday,
45382,Schmidt Delivered (Schmidt  #2),Louis Begley,3.61,345440838,9.78E+12,en-US,320,107,12,10/30/2001,Ballantine Books,
58,Changeling (Changeling  #1),Delia Sherman,3.6,670059676,9.78E+12,eng,256,978,111,8/17/2006,Viking Juvenile,
182,Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,3.6,043927169X,9.78E+12,eng,32,15,0,01-01-2002,Teaching Resources,
208,A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,3.6,765313405,9.78E+12,eng,331,9852,633,03-07-2006,Tor Books,
332,The Wedding Clause,Debbie Raleigh,3.6,821778250,9.78E+12,eng,256,95,13,06-07-2005,Zebra,
367,Douglas Adams's Starship Titanic,Terry Jones,3.6,345368436,9.78E+12,eng,256,885,84,10/27/1998,Ballantine Books,
766,Memoria de mis putas tristes,Gabriel García Márquez,3.6,1400095808,9.78E+12,spa,112,5856,377,10/19/2004,Vintage Espanol,
888,The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,3.6,158715739X,9.78E+12,eng,360,1156,68,12-03-2002,Borgo Press,
1590,Peace,Aristophanes/S. Douglas Olson,3.6,198140819,9.78E+12,eng,408,262,13,2/25/1999,Oxford University Press  USA,
2056,An Evening of Long Goodbyes,Paul Murray,3.6,812970403,9.78E+12,eng,448,983,130,9/13/2005,Random House Trade Paperbacks,
3695,Journey Without Maps,Graham Greene/Paul Theroux,3.6,143039725,9.78E+12,eng,272,1139,70,6/27/2006,Penguin Classics,
3978,A Winter Haunting (Seasons of Horror  #2),Dan Simmons,3.6,380817160,9.78E+12,eng,371,6253,488,12/31/2002,HarperTorch,
4043,Godless,Pete Hautman,3.6,1416908161,9.78E+12,eng,208,4213,735,11-01-2005,Simon  Schuster Books for Young Readers,
4813,1421: The Year China Discovered America,Gavin Menzies,3.6,006054094X,9.78E+12,eng,650,11751,893,01-01-2004,Harper Perennial (NYC),
5901,The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,National Commission on Terrorist Attacks Upon The United States,3.6,393060411,9.78E+12,eng,624,146,16,10/17/2004,W. W. Norton  Company,
6418,Thanksgiving,Janet Evanovich,3.6,60598808,9.78E+12,eng,228,10637,474,10/31/2006,HarperTorch,
7113,The King in the Window,Adam Gopnik/Omar Rayyan,3.6,786838949,9.78E+12,en-US,410,805,108,10/15/2006,Miramax Books,
7400,The Baby Emergency (Tennengarrah Clinic #1),Carol Marinelli,3.6,263181499,9.78E+12,eng,285,0,0,06-01-2004,Mills & Boon,
7524,Presidential Assassins (History Makers),Patricia D. Netzley,3.6,1560066237,9.78E+12,eng,112,5,1,09-01-1999,Lucent Books,
8704,Starship Titanic,Terry Jones/Marie-Catherine Caillava,3.6,2290053651,9.78E+12,fre,189,8790,152,11/30/2001,J'ai Lu,
9435,Chicago Stories: Tales of the City,John  Miller/Stuart Dybek,3.6,811839745,9.78E+12,eng,224,49,9,02-01-2003,Chronicle Books,
9660,How to Save Your Own Life: An Isadora Wing Novel,Erica Jong/Anthony Burgess,3.6,1585424994,9.78E+12,eng,313,1316,80,07-06-2006,Tarcherperigee,
10013,Erläuterungen Zu Max Frisch  Homo Faber,Bernd Matzkowski,3.6,3804417833,9.78E+12,ger,104,4,0,05-11-2002,C. Bange,
10908,Harvesting the Heart,Jodi Picoult,3.6,140230270,9.78E+12,eng,453,39611,2473,04-01-1995,Penguin Books,
12583,Losing Battles,Eudora Welty,3.6,679728821,9.78E+12,eng,436,433,59,08-11-1990,Vintage,
13628,The Mezentian Gate,E.R. Eddison,3.6,345272218,9.78E+12,eng,275,134,5,04-12-1978,Del Rey,
14049,The Part-Time Wife (The Secret Lives of Society Wives  #6),Maureen Child,3.6,373767552,9.78E+12,eng,179,120,12,10-01-2006,Harlequin Books,
14427,The spire  William Golding : notes,Steve Eddy,3.6,1405835648,9.78E+12,eng,135,594,35,10-01-2006,York Press,
17671,Liars and Saints,Maile Meloy,3.6,743261984,9.78E+12,eng,272,2270,306,7/13/2004,Scribner,
17735,Light (Kefahuchi Tract  #1),M. John Harrison,3.6,553382950,9.78E+12,eng,310,3732,415,8/31/2004,Spectra,
18215,Pictorial Encyclopedia of Trades and Industry  Vol 1,Denis Diderot/Charles Coulston Gillispie,3.6,486274284,9.78E+12,eng,239,5,0,1/18/1993,Dover Publications,
21284,The Lighthouse Land (Lighthouse Trilogy #1),Adrian McKinty,3.6,081095480X,9.78E+12,eng,387,861,114,10-01-2006,Harry N. Abrams,
21545,The Best American Mystery Stories 2003,Michael Connelly/Otto Penzler,3.6,618390723,9.78E+12,eng,1,5,2,11-04-2003,Mariner Books,
21836,Scavenger (Frank Balenger  #2),David Morrell,3.6,1593154410,9.78E+12,eng,368,1760,190,3/13/2007,Vanguard Press,
22199,Year Zero,Jeff Long,3.6,1416534423,9.78E+12,eng,416,2164,139,07-01-2006,Atria Books,
23837,Healing Therapies for Overcoming Insomnia,Peter  Van Houten/Rich McCord,3.6,1565891740,7.98E+11,eng,175,8,1,2/23/2005,Crystal Clarity Publishers,
23930,The Wild Boys,William S. Burroughs,3.6,802133312,9.78E+12,eng,193,2977,124,01-12-1994,Grove Press,
24472,Peony in Love,Lisa See,3.6,140006466X,9.78E+12,eng,273,37411,3719,6/26/2007,Random House,
24569,The Gangs of New York,Herbert Asbury/Jorge Luis Borges,3.6,1560252758,9.78E+12,eng,384,2835,209,10/30/2001,Basic Books,
24893,That's Silly,William Sleator/Lawrence Di Fiori,3.6,525409815,9.78E+12,eng,46,5,2,4/14/1981,Dutton Books,
24956,The Science of the Hitchhiker's Guide to the Galaxy,Michael Hanlon,3.6,230008909,9.78E+12,eng,208,168,16,08-08-2006,Palgrave Macmillan,
25171,The Old Wine Shades (Richard Jury  #20),Martha Grimes,3.6,451220722,9.78E+12,eng,391,2628,273,03-06-2007,Signet,
25401,Maya,Jostein Gaarder/James Anderson,3.6,753811464,9.78E+12,eng,352,3704,136,05-10-2011,Phoenix,
25756,Tornado!,Hilary H. Milton,3.6,531045420,9.78E+12,eng,147,10,3,01-01-1983,Franklin Watts,
27803,The Jew of Malta,Christopher Marlowe/H. Havelock Ellis,3.6,486431843,9.78E+12,en-US,80,2963,120,08-05-2003,Dover Publications,
28565,Hell's Kitchen (John Pellam  #3),William Jefferies/Jeffery Deaver,3.6,340818808,9.78E+12,eng,368,52,5,02-07-2002,Hodder,
30446,Schöne Lügen,Rachel Ryan/Sandra Brown,3.6,3442354994,9.78E+12,ger,255,13,1,09-01-2001,Goldmann,
30938,Helena,Evelyn Waugh/George Weigel/Amy Welborn,3.6,082942122X,9.78E+12,eng,264,772,82,03-01-2005,Loyola Classics,
31182,The Tin Can Tree,Anne Tyler,3.6,449911896,9.78E+12,eng,264,2384,91,8/27/1996,Ballantine Books,
32213,Expectant Father,Melinda Curtis,3.6,373713010,9.78E+12,eng,304,40,2,12/15/2011,Harlequin Special Releases,
32417,Black Sunday,Thomas  Harris,3.6,451217411,9.78E+12,eng,311,6969,173,11-01-2005,NAL,
32592,In Wonderland,Knut Hamsun/Sverre Lyngstad,3.6,970312555,9.78E+12,nor,185,86,8,09-01-2003,Ig Publishing,
32679,Carretera maldita,Richard Bachman/Stephen King/Joseph M. Apfelbäume,3.6,8401474728,9.79E+12,spa,362,336,37,02-01-1999,Plaza & Janés Editores  S.A.,
33992,The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,National Commission on Terrorist Attacks Upon The United States,3.6,393326713,9.78E+12,eng,592,3272,229,7/22/2004,W. W. Norton  Company,
34299,Victoria Line  Central Line,Maeve Binchy,3.6,99498634,9.78E+12,eng,432,957,53,07-06-2006,Arrow,
34852,Murder On The Glitter Box (Steve Allen Mystery #3),Steve Allen,3.6,1575662450,9.78E+12,eng,348,98,9,01-01-1998,Kensington,
36666,Save the Date: A Spirituality of Dating  Love  Dinner  and the Divine,Jason King,3.6,824521234,9.78E+12,eng,191,5,1,09-01-2003,Crossroad Publishing Company,
37356,Seven Spiders Spinning (The Hamlet Chronicles  #1),Gregory Maguire/Dirk Zimmer,3.6,64405958,9.78E+12,eng,144,264,30,08-04-1995,HarperCollins,
37863,Charles Taylor,Ruth  Abbey,3.6,521805228,9.78E+12,eng,220,14,0,1/26/2004,Cambridge University Press,
38585,Small Bites  Big Nights: Seductive Little Plates for Intimate Occasions and Lavish Parties,Govind Armstrong/Lisa Romerein/Tyler Florence,3.6,307337936,9.78E+12,eng,256,20,3,04-10-2007,Clarkson Potter,
41491,Silent Night: The Remarkable Christmas Truce of 1914,Stanley Weintraub,3.6,684866226,9.78E+12,eng,256,4041,179,10/30/2001,Pocket Books,
41592,The Economics of Innocent Fraud: Truth for Our Time,John Kenneth Galbraith,3.6,618013245,9.78E+12,en-US,62,225,28,4/26/2004,Houghton Mifflin Harcourt,
43554,The Quitter,Harvey Pekar/Dean Haspiel,3.6,1401204007,9.78E+12,en-US,104,1318,125,09-06-2006,Vertigo,
43700,The South,Colm Tóibín,3.6,140149864,9.78E+12,eng,240,807,92,10-01-1992,Penguin Books,
44190,Monster Island (Monster Island  #1),David Wellington,3.6,1560258500,9.78E+12,eng,282,9808,497,3/24/2006,Running Press Adult,
44208,The Frog King,Frank McConnell,3.6,802757480,9.78E+12,eng,226,10,1,07-01-1990,Walker & Company,
44585,Firefighters in the Dark,Dashka Slater/Nicoletta Ceccoli,3.6,618554599,9.78E+12,en-US,32,89,17,10-02-2006,HMH Books for Young Readers,
44976,Such a Good Girl and Other Crime Stories,Ed Gorman/Richard Laymon,3.6,786229985,9.78E+12,eng,256,5,1,01-07-2001,Five Star (ME),
45085,Zen in Your Garden,Jenny Hendy,3.6,1841811106,9.78E+12,eng,128,7,2,01-04-2003,Godsfield Press Ltd,
45117,Fox Evil,Minette Walters,3.6,425214923,9.78E+12,en-US,400,2777,119,11-07-2006,Berkley Trade,
45506,The Call of the Mall: How we shop,Paco Underhill,3.6,1861974426,9.78E+12,eng,227,14,1,04-01-2004,Profile Books,
702,Modern Latin America,Thomas E. Skidmore/Peter H. Smith,3.59,019517013X,9.78E+12,en-US,528,234,11,10-07-2004,Oxford University Press  USA,
707,Naked Pictures of Famous People,Jon   Stewart,3.59,688171621,9.78E+12,en-GB,164,8703,417,9/22/1999,Dey Street Books,
2499,The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,Joseph McMoneagle,3.59,157174102X,9.78E+12,en-GB,275,68,6,10-01-1998,Hampton Roads Publishing Company,
2686,The Bostonians,Henry James/R.D. Gooder,3.59,192834428,9.78E+12,eng,504,85,12,7/23/1998,Oxford University Press,
3107,The Sixteen Pleasures,Robert Hellenga,3.59,385314698,9.78E+12,eng,384,2699,336,05-01-1995,Delta,
4050,That Godless Court?: Supreme Court Decisions on Church-State Relationships,Ronald B. Flowers,3.59,664228917,9.78E+12,en-US,228,12,1,09-02-2005,Westminster John Knox Press,
4277,The Complete Polysyllabic Spree,Nick Hornby,3.59,670916668,9.78E+12,eng,278,450,63,09-07-2006,Viking,
6505,Prozac Nation,Elizabeth Wurtzel,3.59,1573229628,9.78E+12,eng,384,895,78,04-02-2002,Riverhead Books,
7672,Congo,Michael Crichton,3.59,60541830,9.78E+12,eng,442,144636,1546,10/28/2003,Avon Books,
8581,A Jockey's Life: The Biography of Lester Piggott,Dick Francis,3.59,449213307,9.78E+12,eng,468,82,2,07-12-1987,Fawcett,
8738,Her Last Temptation,Leslie Kelly,3.59,373692285,9.78E+12,eng,207,112,5,5/31/2005,Harlequin Temptation,
8860,Cliffs Notes on Shakespeare's Macbeth,Alex Went,3.59,764586025,9.78E+12,en-US,112,25,2,5/30/2000,Cliffs Notes,
9696,Dogeaters,Jessica Hagedorn,3.59,1559362154,9.78E+12,eng,96,90,8,12-01-2002,Theatre Communications Group,
11075,Konfetti Ungemütliches + Ungezogenes,Roald Dahl,3.59,3499158477,9.78E+12,ger,123,27,1,01-02-1987,Rowohlt Taschenbuch Verlag GmbH,
11604,The Girl Who Loved Tom Gordon,Stephen King,3.59,671042858,9.78E+12,eng,264,1997,184,02-01-2000,Pocket Books,
12828,How to Be Alone,Jonathan Franzen,3.59,7153589,9.78E+12,eng,306,336,33,07-02-2007,Harper Perennial,
14265,Under the Glacier,Halldór Laxness/Magnus Magnusson,3.59,1400034418,9.78E+12,eng,240,1577,181,03-08-2005,Vintage,
14951,The Autobiography of Alice B. Toklas,Gertrude Stein,3.59,141185368,9.78E+12,eng,272,255,31,4/26/2001,Penguin Classics,
16151,Great Expectations,Kathy Acker,3.59,802131557,9.78E+12,eng,128,740,38,1/18/1994,Grove Press,
16450,Your Oasis on Flame Lake,Lorna Landvik,3.59,449002985,9.78E+12,eng,320,2194,129,6/16/1998,Ballantine Books,
18828,The Rachel Papers,Martin Amis,3.59,679734589,9.78E+12,eng,240,8180,346,9/29/1992,Vintage,
19361,The Scarlet Letter and Other Writings,Nathaniel Hawthorne/Eugene Hudson Long/Seymour L. Gross/Richard C. Beatty/Sculley Bradley/Richmond Croom Beatty,3.59,393956539,9.78E+12,eng,443,237,17,02-01-1978,W. W. Norton & Company,
22186,Would I Lie to You (Gossip Girl  #10),Cecily von Ziegesar,3.59,316011835,9.78E+12,eng,192,7948,135,10-04-2006,Little  Brown Young Readers,
22288,Haunted,Chuck Palahniuk,3.59,1400032822,9.78E+12,eng,419,78280,3745,04-11-2006,Anchor,
22292,Haunted,Chuck Palahniuk/Erik Darling/Arthur Morey/Scott Brick/Lorna Raver/Marc Cashman/Kimberly Farr/Renee Randman,3.59,739302868,9.78E+12,eng,14,57,23,05-10-2005,Random House Audio,
22296,Haunted,Chuck Palahniuk,3.59,224064452,9.78E+12,eng,416,173,15,05-01-2005,Jonathan Cape,
22298,Fantasmas,Chuck Palahniuk/Javier Calvo,3.59,9879397509,9.79E+12,spa,442,116,13,8/28/2006,Mondadori,
23242,The Good Ghouls' Guide to Getting Even (Beth Frasier #1),Julie Kenner,3.59,425213919,9.78E+12,eng,256,901,73,04-03-2007,Berkley Trade,
23942,Queer,William S. Burroughs,3.59,330300164,9.78E+12,eng,160,9811,279,12/17/1998,Penguin Books,
24270,War Comes to Willy Freeman (Arabus Family Saga  #1),James Lincoln Collier/Christopher Collier,3.59,440495040,9.78E+12,eng,192,258,53,01-01-1987,Yearling,
26503,Verbatim: From the bawdy to the sublime  the best writing on language for word lovers  grammar mavens  and armchair linguists,Erin McKean,3.59,015601209X,9.78E+12,eng,372,124,17,10/17/2001,Mariner Books,
28001,Accordion Crimes,Annie Proulx,3.59,684831546,9.78E+12,eng,432,5675,456,6/17/1997,Scribner,
30385,Sweet Anger,Erin St. Claire/Sandra Brown,3.59,446603082,9.78E+12,eng,320,2288,86,01-01-1999,Vision,
30394,Sunny Chandler's Return,Sandra Brown,3.59,553576062,9.78E+12,eng,256,2973,138,11/23/2004,Bantam,
31049,Sister Bernadette's Barking Dog: The Quirky History and Lost Art of Diagramming Sentences,Kitty Burns Florey,3.59,1933633107,9.78E+12,eng,154,705,191,10-01-2006,Melville House Publishing,
32835,The End of Nana Sahib: The Steam House (Extraordinary Voyages  #20),Jules Verne/Agnes D. Kingston,3.59,1410103277,9.78E+12,eng,276,199,9,7/19/2003,Fredonia Books (NL),
33536,Happy Hour at Casa Dracula (Casa Dracula  #1),Marta Acosta,3.59,1416520384,9.78E+12,en-US,314,2000,238,07-04-2006,Pocket Books,
33922,Becoming a Goddess of Inner Poise: Spirituality for the Bridget Jones in All of Us,Donna Freitas,3.59,787976288,9.78E+12,eng,239,34,4,09-01-2004,Jossey-Bass,
36062,Crime Wave: Reportage and Fiction from the Underside of L.A.,James Ellroy/Art Cooper,3.59,037570471X,9.78E+12,en-US,288,1752,50,1/26/1999,Vintage Crime/Black Lizard,
36262,The Intellectuals and the Flag,Todd Gitlin,3.59,231124929,9.78E+12,en-US,167,2,1,01-01-2006,Columbia University Press,
37986,A Search for What Makes Sense: Finding Faith,Brian D. McLaren/Steve Chalke,3.59,310272661,9.78E+12,eng,187,132,15,02-11-2007,Zondervan Publishing Company,
38724,"Betty Friedan and the Making of ""The Feminine Mystique"": The American Left  the Cold War  and Modern Feminism",Daniel Horowitz,3.59,1558492763,9.78E+12,eng,384,58,6,9/27/2000,University of Massachusetts Press,
38913,Follow Your Heart,Susanna Tamaro/John T. Cullen,3.59,385316577,9.78E+12,eng,208,3294,213,08-01-1996,Delta,
40303,Lost Boys,Orson Scott Card,3.59,517125773,9.78E+12,eng,448,7469,689,07-10-1994,Random House Value Publishing,
40450,Market Forces,Richard K. Morgan,3.59,345457749,9.78E+12,eng,464,5593,264,03-01-2005,Ballantine Books,
40870,Lurulu,Jack Vance,3.59,312872798,9.78E+12,en-US,204,276,20,02-06-2007,Tor Books,
41430,Imaginary Lands,Robin McKinley/James P. Blaylock/Patricia A. McKillip/Robert Westall/Peter Dickinson/Jane Yolen/P.C. Hodgell/Michael de Larrabetti/Joan D. Vinge,3.59,862032806,9.78E+12,eng,256,463,19,3/26/1987,Julia MacRae,
41865,Twilight (Twilight  #1),Stephenie Meyer,3.59,316015849,9.78E+12,eng,501,4597666,94265,09-06-2006,Little  Brown and Company,
44146,Maigret in Holland,Georges Simenon,3.59,156028522,9.78E+12,en-US,180,265,20,6/16/2003,Mariner Books,
44312,Alphabet Weekends,Elizabeth Noble,3.59,61122181,9.78E+12,en-US,448,5796,386,1/23/2007,William Morrow Paperbacks,
44533,Hood,Emma Donoghue,3.59,1555834531,9.78E+12,eng,309,1895,170,07-01-1998,Alyson Books,
44539,Stir-Fry,Emma Donoghue,3.59,1555837239,9.78E+12,eng,240,1565,97,12/29/2006,Alyson Books,
1014,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,977616657,9.78E+12,eng,256,173,14,06-07-2006,Pragmatic Bookshelf,
1312,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,812590104,9.78E+12,en-US,721,146,4,6/18/2001,Tor Classics,
2004,J.K. Rowling's Harry Potter Novels: A Reader's Guide,Philip Nel,3.58,826452329,9.78E+12,eng,96,78,9,9/26/2001,Bloomsbury Academic,
2136,Specimen Days,Michael Cunningham,3.58,312425023,9.78E+12,eng,336,4462,446,4/18/2006,Picador USA,
2283,Murder at The Washington Tribune (Capital Crimes  #21),Margaret Truman,3.58,345478207,9.78E+12,eng,384,585,78,10/31/2006,Ballantine Books,
